yearID,teamID,name
1928,PHI,Philadelphia Phillies
1928,PIT,Pittsburgh Pirates
1928,SLA,St. Louis Browns
1928,SLN,St. Louis Cardinals
1928,WS1,Washington Senators
1929,BOS,Boston Red Sox
1929,BRO,Brooklyn Robins
1929,BSN,Boston Braves
1929,CHA,Chicago White Sox
1929,CHN,Chicago Cubs
1929,CIN,Cincinnati Reds
1929,CLE,Cleveland Indians
1929,DET,Detroit Tigers
1929,NY1,New York Giants
1929,NYA,New York Yankees
1929,PHA,Philadelphia Athletics
1929,PHI,Philadelphia Phillies
1929,PIT,Pittsburgh Pirates
1929,SLA,St. Louis Browns
1929,SLN,St. Louis Cardinals
1929,WS1,Washington Senators
1930,BOS,Boston Red Sox
1930,BRO,Brooklyn Robins
1930,BSN,Boston Braves
1930,CHA,Chicago White Sox
1930,CHN,Chicago Cubs
1930,CIN,Cincinnati Reds
1930,CLE,Cleveland Indians
1930,DET,Detroit Tigers
1930,NY1,New York Giants
1930,NYA,New York Yankees
1930,PHA,Philadelphia Athletics
1930,PHI,Philadelphia Phillies
1930,PIT,Pittsburgh Pirates
1930,SLA,St. Louis Browns
1930,SLN,St. Louis Cardinals
1930,WS1,Washington Senators
1931,BOS,Boston Red Sox
1931,BRO,Brooklyn Robins
1931,BSN,Boston Braves
1931,CHA,Chicago White Sox
1931,CHN,Chicago Cubs
1931,CIN,Cincinnati Reds
1931,CLE,Cleveland Indians
1931,DET,Detroit Tigers
1931,NY1,New York Giants
1931,NYA,New York Yankees
1931,PHA,Philadelphia Athletics
1931,PHI,Philadelphia Phillies
1931,PIT,Pittsburgh Pirates
1931,SLA,St. Louis Browns
1931,SLN,St. Louis Cardinals
1931,WS1,Washington Senators
1932,BOS,Boston Red Sox
1932,BRO,Brooklyn Dodgers
1932,BSN,Boston Braves
1932,CHA,Chicago White Sox
1932,CHN,Chicago Cubs
1932,CIN,Cincinnati Reds
1932,CLE,Cleveland Indians
1932,DET,Detroit Tigers
1932,NY1,New York Giants
1932,NYA,New York Yankees
1932,PHA,Philadelphia Athletics
1932,PHI,Philadelphia Phillies
1932,PIT,Pittsburgh Pirates
1932,SLA,St. Louis Browns
1932,SLN,St. Louis Cardinals
1932,WS1,Washington Senators
1933,BOS,Boston Red Sox
1933,BRO,Brooklyn Dodgers
1933,BSN,Boston Braves
1933,CHA,Chicago White Sox
1933,CHN,Chicago Cubs
1933,CIN,Cincinnati Reds
1933,CLE,Cleveland Indians
1933,DET,Detroit Tigers
1933,NY1,New York Giants
1933,NYA,New York Yankees
1933,PHA,Philadelphia Athletics
1933,PHI,Philadelphia Phillies
1933,PIT,Pittsburgh Pirates
1933,SLA,St. Louis Browns
1933,SLN,St. Louis Cardinals
1933,WS1,Washington Senators
1934,BOS,Boston Red Sox
1934,BRO,Brooklyn Dodgers
1934,BSN,Boston Braves
1934,CHA,Chicago White Sox
1934,CHN,Chicago Cubs
1934,CIN,Cincinnati Reds
1934,CLE,Cleveland Indians
1934,DET,Detroit Tigers
1934,NY1,New York Giants
1934,NYA,New York Yankees
1934,PHA,Philadelphia Athletics
1934,PHI,Philadelphia Phillies
1934,PIT,Pittsburgh Pirates
1934,SLA,St. Louis Browns
1934,SLN,St. Louis Cardinals
1934,WS1,Washington Senators
1935,BOS,Boston Red Sox
1935,BRO,Brooklyn Dodgers
1935,BSN,Boston Braves
1935,CHA,Chicago White Sox
1935,CHN,Chicago Cubs
1935,CIN,Cincinnati Reds
1935,CLE,Cleveland Indians
1935,DET,Detroit Tigers
1935,NY1,New York Giants
1935,NYA,New York Yankees
1935,PHA,Philadelphia Athletics
1935,PHI,Philadelphia Phillies
1935,PIT,Pittsburgh Pirates
1935,SLA,St. Louis Browns
1935,SLN,St. Louis Cardinals
1935,WS1,Washington Senators
1936,BOS,Boston Red Sox
1936,BRO,Brooklyn Dodgers
1936,BSN,Boston Bees
1936,CHA,Chicago White Sox
1936,CHN,Chicago Cubs
1936,CIN,Cincinnati Reds
1936,CLE,Cleveland Indians
1936,DET,Detroit Tigers
1936,NY1,New York Giants
1936,NYA,New York Yankees
1936,PHA,Philadelphia Athletics
1936,PHI,Philadelphia Phillies
1936,PIT,Pittsburgh Pirates
1936,SLA,St. Louis Browns
1936,SLN,St. Louis Cardinals
1936,WS1,Washington Senators
1937,BOS,Boston Red Sox
1937,BRO,Brooklyn Dodgers
1937,BSN,Boston Bees
1937,CHA,Chicago White Sox
1937,CHN,Chicago Cubs
1937,CIN,Cincinnati Reds
1937,CLE,Cleveland Indians
1937,DET,Detroit Tigers
1937,NY1,New York Giants
1937,NYA,New York Yankees
1937,PHA,Philadelphia Athletics
1937,PHI,Philadelphia Phillies
1937,PIT,Pittsburgh Pirates
1937,SLA,St. Louis Browns
1937,SLN,St. Louis Cardinals
1937,WS1,Washington Senators
1938,BOS,Boston Red Sox
1938,BRO,Brooklyn Dodgers
1938,BSN,Boston Bees
1938,CHA,Chicago White Sox
1938,CHN,Chicago Cubs
1938,CIN,Cincinnati Reds
1938,CLE,Cleveland Indians
1938,DET,Detroit Tigers
1938,NY1,New York Giants
1938,NYA,New York Yankees
1938,PHA,Philadelphia Athletics
1938,PHI,Philadelphia Phillies
1938,PIT,Pittsburgh Pirates
1938,SLA,St. Louis Browns
1938,SLN,St. Louis Cardinals
1938,WS1,Washington Senators
1939,BOS,Boston Red Sox
1939,BRO,Brooklyn Dodgers
1939,BSN,Boston Bees
1939,CHA,Chicago White Sox
1939,CHN,Chicago Cubs
1939,CIN,Cincinnati Reds
1939,CLE,Cleveland Indians
1939,DET,Detroit Tigers
1939,NY1,New York Giants
1939,NYA,New York Yankees
1939,PHA,Philadelphia Athletics
1939,PHI,Philadelphia Phillies
1939,PIT,Pittsburgh Pirates
1939,SLA,St. Louis Browns
1939,SLN,St. Louis Cardinals
1939,WS1,Washington Senators
1940,BOS,Boston Red Sox
1940,BRO,Brooklyn Dodgers
1940,BSN,Boston Bees
1940,CHA,Chicago White Sox
1940,CHN,Chicago Cubs
1940,CIN,Cincinnati Reds
1940,CLE,Cleveland Indians
1940,DET,Detroit Tigers
1940,NY1,New York Giants
1940,NYA,New York Yankees
1940,PHA,Philadelphia Athletics
1940,PHI,Philadelphia Phillies
1940,PIT,Pittsburgh Pirates
1940,SLA,St. Louis Browns
1940,SLN,St. Louis Cardinals
1940,WS1,Washington Senators
1941,BOS,Boston Red Sox
1941,BRO,Brooklyn Dodgers
1941,BSN,Boston Braves
1941,CHA,Chicago White Sox
1941,CHN,Chicago Cubs
1941,CIN,Cincinnati Reds
1941,CLE,Cleveland Indians
1941,DET,Detroit Tigers
1941,NY1,New York Giants
1941,NYA,New York Yankees
1941,PHA,Philadelphia Athletics
1941,PHI,Philadelphia Phillies
1941,PIT,Pittsburgh Pirates
1941,SLA,St. Louis Browns
1941,SLN,St. Louis Cardinals
1941,WS1,Washington Senators
1942,BOS,Boston Red Sox
1942,BRO,Brooklyn Dodgers
1942,BSN,Boston Braves
1942,CHA,Chicago White Sox
1942,CHN,Chicago Cubs
1942,CIN,Cincinnati Reds
1942,CLE,Cleveland Indians
1942,DET,Detroit Tigers
1942,NY1,New York Giants
1942,NYA,New York Yankees
1942,PHA,Philadelphia Athletics
1942,PHI,Philadelphia Phillies
1942,PIT,Pittsburgh Pirates
1942,SLA,St. Louis Browns
1942,SLN,St. Louis Cardinals
1942,WS1,Washington Senators
1943,BOS,Boston Red Sox
1943,BRO,Brooklyn Dodgers
1943,BSN,Boston Braves
1943,CHA,Chicago White Sox
1943,CHN,Chicago Cubs
1943,CIN,Cincinnati Reds
1943,CLE,Cleveland Indians
1943,DET,Detroit Tigers
1943,NY1,New York Giants
1943,NYA,New York Yankees
1943,PHA,Philadelphia Athletics
1943,PHI,Philadelphia Blue Jays
1943,PIT,Pittsburgh Pirates
1943,SLA,St. Louis Browns
1943,SLN,St. Louis Cardinals
1943,WS1,Washington Senators
1944,BOS,Boston Red Sox
1944,BRO,Brooklyn Dodgers
1944,BSN,Boston Braves
1944,CHA,Chicago White Sox
1944,CHN,Chicago Cubs
1944,CIN,Cincinnati Reds
1944,CLE,Cleveland Indians
1944,DET,Detroit Tigers
1944,NY1,New York Giants
1944,NYA,New York Yankees
1944,PHA,Philadelphia Athletics
1944,PHI,Philadelphia Blue Jays
1944,PIT,Pittsburgh Pirates
1944,SLA,St. Louis Browns
1944,SLN,St. Louis Cardinals
1944,WS1,Washington Senators
1945,BOS,Boston Red Sox
1945,BRO,Brooklyn Dodgers
1945,BSN,Boston Braves
1945,CHA,Chicago White Sox
1945,CHN,Chicago Cubs
1945,CIN,Cincinnati Reds
1945,CLE,Cleveland Indians
1945,DET,Detroit Tigers
1945,NY1,New York Giants
1945,NYA,New York Yankees
1945,PHA,Philadelphia Athletics
1945,PHI,Philadelphia Phillies
1945,PIT,Pittsburgh Pirates
1945,SLA,St. Louis Browns
1945,SLN,St. Louis Cardinals
1945,WS1,Washington Senators
1946,BOS,Boston Red Sox
1946,BRO,Brooklyn Dodgers
1946,BSN,Boston Braves
1946,CHA,Chicago White Sox
1946,CHN,Chicago Cubs
1946,CIN,Cincinnati Reds
1946,CLE,Cleveland Indians
1946,DET,Detroit Tigers
1946,NY1,New York Giants
1946,NYA,New York Yankees
1946,PHA,Philadelphia Athletics
1946,PHI,Philadelphia Phillies
1946,PIT,Pittsburgh Pirates
1946,SLA,St. Louis Browns
1946,SLN,St. Louis Cardinals
1946,WS1,Washington Senators
1947,BOS,Boston Red Sox
1947,BRO,Brooklyn Dodgers
1947,BSN,Boston Braves
1947,CHA,Chicago White Sox
1947,CHN,Chicago Cubs
1947,CIN,Cincinnati Reds
1947,CLE,Cleveland Indians
1947,DET,Detroit Tigers
1947,NY1,New York Giants
1947,NYA,New York Yankees
1947,PHA,Philadelphia Athletics
1947,PHI,Philadelphia Phillies
1947,PIT,Pittsburgh Pirates
1947,SLA,St. Louis Browns
1947,SLN,St. Louis Cardinals
1947,WS1,Washington Senators
1948,BOS,Boston Red Sox
1948,BRO,Brooklyn Dodgers
1948,BSN,Boston Braves
1948,CHA,Chicago White Sox
1948,CHN,Chicago Cubs
1948,CIN,Cincinnati Reds
1948,CLE,Cleveland Indians
1948,DET,Detroit Tigers
1948,NY1,New York Giants
1948,NYA,New York Yankees
1948,PHA,Philadelphia Athletics
1948,PHI,Philadelphia Phillies
1948,PIT,Pittsburgh Pirates
1948,SLA,St. Louis Browns
1948,SLN,St. Louis Cardinals
1948,WS1,Washington Senators
1949,BOS,Boston Red Sox
1949,BRO,Brooklyn Dodgers
1949,BSN,Boston Braves
1949,CHA,Chicago White Sox
1949,CHN,Chicago Cubs
1949,CIN,Cincinnati Reds
1949,CLE,Cleveland Indians
1949,DET,Detroit Tigers
1949,NY1,New York Giants
1949,NYA,New York Yankees
1949,PHA,Philadelphia Athletics
1949,PHI,Philadelphia Phillies
1949,PIT,Pittsburgh Pirates
1949,SLA,St. Louis Browns
1949,SLN,St. Louis Cardinals
1949,WS1,Washington Senators
1950,BOS,Boston Red Sox
1950,BRO,Brooklyn Dodgers
1950,BSN,Boston Braves
1950,CHA,Chicago White Sox
1950,CHN,Chicago Cubs
1950,CIN,Cincinnati Reds
1950,CLE,Cleveland Indians
1950,DET,Detroit Tigers
1950,NY1,New York Giants
1950,NYA,New York Yankees
1950,PHA,Philadelphia Athletics
1950,PHI,Philadelphia Phillies
1950,PIT,Pittsburgh Pirates
1950,SLA,St. Louis Browns
1950,SLN,St. Louis Cardinals
1950,WS1,Washington Senators
1951,BOS,Boston Red Sox
1951,BRO,Brooklyn Dodgers
1951,BSN,Boston Braves
1951,CHA,Chicago White Sox
1951,CHN,Chicago Cubs
1951,CIN,Cincinnati Reds
1951,CLE,Cleveland Indians
1951,DET,Detroit Tigers
1951,NY1,New York Giants
1951,NYA,New York Yankees
1951,PHA,Philadelphia Athletics
1951,PHI,Philadelphia Phillies
1951,PIT,Pittsburgh Pirates
1951,SLA,St. Louis Browns
1951,SLN,St. Louis Cardinals
1951,WS1,Washington Senators
1952,BOS,Boston Red Sox
1952,BRO,Brooklyn Dodgers
1952,BSN,Boston Braves
1952,CHA,Chicago White Sox
1952,CHN,Chicago Cubs
1952,CIN,Cincinnati Reds
1952,CLE,Cleveland Indians
1952,DET,Detroit Tigers
1952,NY1,New York Giants
1952,NYA,New York Yankees
1952,PHA,Philadelphia Athletics
1952,PHI,Philadelphia Phillies
1952,PIT,Pittsburgh Pirates
1952,SLA,St. Louis Browns
1952,SLN,St. Louis Cardinals
1952,WS1,Washington Senators
1953,BOS,Boston Red Sox
1953,BRO,Brooklyn Dodgers
1953,CHA,Chicago White Sox
1953,CHN,Chicago Cubs
1953,CIN,Cincinnati Reds
1953,CLE,Cleveland Indians
1953,DET,Detroit Tigers
1953,ML1,Milwaukee Braves
1953,NY1,New York Giants
1953,NYA,New York Yankees
1953,PHA,Philadelphia Athletics
1953,PHI,Philadelphia Phillies
1953,PIT,Pittsburgh Pirates
1953,SLA,St. Louis Browns
1953,SLN,St. Louis Cardinals
1953,WS1,Washington Senators
1954,BAL,Baltimore Orioles
1954,BOS,Boston Red Sox
1954,BRO,Brooklyn Dodgers
1954,CHA,Chicago White Sox
1954,CHN,Chicago Cubs
1954,CIN,Cincinnati Redlegs
1954,CLE,Cleveland Indians
1954,DET,Detroit Tigers
1954,ML1,Milwaukee Braves
1954,NY1,New York Giants
1954,NYA,New York Yankees
1954,PHA,Philadelphia Athletics
1954,PHI,Philadelphia Phillies
1954,PIT,Pittsburgh Pirates
1954,SLN,St. Louis Cardinals
1954,WS1,Washington Senators
1955,BAL,Baltimore Orioles
1955,BOS,Boston Red Sox
1955,BRO,Brooklyn Dodgers
1955,CHA,Chicago White Sox
1955,CHN,Chicago Cubs
1955,CIN,Cincinnati Redlegs
1955,CLE,Cleveland Indians
1955,DET,Detroit Tigers
1955,KC1,Kansas City Athletics
1955,ML1,Milwaukee Braves
1955,NY1,New York Giants
1955,NYA,New York Yankees
1955,PHI,Philadelphia Phillies
1955,PIT,Pittsburgh Pirates
1955,SLN,St. Louis Cardinals
1955,WS1,Washington Senators
1956,BAL,Baltimore Orioles
1956,BOS,Boston Red Sox
1956,BRO,Brooklyn Dodgers
1956,CHA,Chicago White Sox
1956,CHN,Chicago Cubs
1956,CIN,Cincinnati Redlegs
1956,CLE,Cleveland Indians
1956,DET,Detroit Tigers
1956,KC1,Kansas City Athletics
1956,ML1,Milwaukee Braves
1956,NY1,New York Giants
1956,NYA,New York Yankees
1956,PHI,Philadelphia Phillies
1956,PIT,Pittsburgh Pirates
1956,SLN,St. Louis Cardinals
1956,WS1,Washington Senators
1957,BAL,Baltimore Orioles
1957,BOS,Boston Red Sox
1957,BRO,Brooklyn Dodgers
1957,CHA,Chicago White Sox
1957,CHN,Chicago Cubs
1957,CIN,Cincinnati Redlegs
1957,CLE,Cleveland Indians
1957,DET,Detroit Tigers
1957,KC1,Kansas City Athletics
1957,ML1,Milwaukee Braves
1957,NY1,New York Giants
1957,NYA,New York Yankees
1957,PHI,Philadelphia Phillies
1957,PIT,Pittsburgh Pirates
1957,SLN,St. Louis Cardinals
1957,WS1,Washington Senators
1958,BAL,Baltimore Orioles
1958,BOS,Boston Red Sox
1958,CHA,Chicago White Sox
1958,CHN,Chicago Cubs
1958,CIN,Cincinnati Redlegs
1958,CLE,Cleveland Indians
1958,DET,Detroit Tigers
1958,KC1,Kansas City Athletics
1958,LAN,Los Angeles Dodgers
1958,ML1,Milwaukee Braves
1958,NYA,New York Yankees
1958,PHI,Philadelphia Phillies
1958,PIT,Pittsburgh Pirates
1958,SFN,San Francisco Giants
1958,SLN,St. Louis Cardinals
1958,WS1,Washington Senators
1959,BAL,Baltimore Orioles
1959,BOS,Boston Red Sox
1959,CHA,Chicago White Sox
1959,CHN,Chicago Cubs
1959,CIN,Cincinnati Redlegs
1959,CLE,Cleveland Indians
1959,DET,Detroit Tigers
1959,KC1,Kansas City Athletics
1959,LAN,Los Angeles Dodgers
1959,ML1,Milwaukee Braves
1959,NYA,New York Yankees
1959,PHI,Philadelphia Phillies
1959,PIT,Pittsburgh Pirates
1959,SFN,San Francisco Giants
1959,SLN,St. Louis Cardinals
1959,WS1,Washington Senators
1960,BAL,Baltimore Orioles
1960,BOS,Boston Red Sox
1960,CHA,Chicago White Sox
1960,CHN,Chicago Cubs
1960,CIN,Cincinnati Reds
1960,CLE,Cleveland Indians
1960,DET,Detroit Tigers
1960,KC1,Kansas City Athletics
1960,LAN,Los Angeles Dodgers
1960,ML1,Milwaukee Braves
1960,NYA,New York Yankees
1960,PHI,Philadelphia Phillies
1960,PIT,Pittsburgh Pirates
1960,SFN,San Francisco Giants
1960,SLN,St. Louis Cardinals
1960,WS1,Washington Senators
1961,BAL,Baltimore Orioles
1961,BOS,Boston Red Sox
1961,CHA,Chicago White Sox
1961,CHN,Chicago Cubs
1961,CIN,Cincinnati Reds
1961,CLE,Cleveland Indians
1961,DET,Detroit Tigers
1961,KC1,Kansas City Athletics
1961,LAA,Los Angeles Angels
1961,LAN,Los Angeles Dodgers
1961,MIN,Minnesota Twins
1961,ML1,Milwaukee Braves
1961,NYA,New York Yankees
1961,PHI,Philadelphia Phillies
1961,PIT,Pittsburgh Pirates
1961,SFN,San Francisco Giants
1961,SLN,St. Louis Cardinals
1961,WS2,Washington Senators
1962,BAL,Baltimore Orioles
1962,BOS,Boston Red Sox
1962,CHA,Chicago White Sox
1962,CHN,Chicago Cubs
1962,CIN,Cincinnati Reds
1962,CLE,Cleveland Indians
1962,DET,Detroit Tigers
1962,HOU,Houston Colt .45's
1962,KC1,Kansas City Athletics
1962,LAA,Los Angeles Angels
1962,LAN,Los Angeles Dodgers
1962,MIN,Minnesota Twins
1962,ML1,Milwaukee Braves
1962,NYA,New York Yankees
1962,NYN,New York Mets
1962,PHI,Philadelphia Phillies
1962,PIT,Pittsburgh Pirates
1962,SFN,San Francisco Giants
1962,SLN,St. Louis Cardinals
1962,WS2,Washington Senators
1963,BAL,Baltimore Orioles
1963,BOS,Boston Red Sox
1963,CHA,Chicago White Sox
1963,CHN,Chicago Cubs
1963,CIN,Cincinnati Reds
1963,CLE,Cleveland Indians
1963,DET,Detroit Tigers
1963,HOU,Houston Colt .45's
1963,KC1,Kansas City Athletics
1963,LAA,Los Angeles Angels
1963,LAN,Los Angeles Dodgers
1963,MIN,Minnesota Twins
1963,ML1,Milwaukee Braves
1963,NYA,New York Yankees
1963,NYN,New York Mets
1963,PHI,Philadelphia Phillies
1963,PIT,Pittsburgh Pirates
1963,SFN,San Francisco Giants
1963,SLN,St. Louis Cardinals
1963,WS2,Washington Senators
1964,BAL,Baltimore Orioles
1964,BOS,Boston Red Sox
1964,CHA,Chicago White Sox
1964,CHN,Chicago Cubs
1964,CIN,Cincinnati Reds
1964,CLE,Cleveland Indians
1964,DET,Detroit Tigers
1964,HOU,Houston Colt .45's
1964,KC1,Kansas City Athletics
1964,LAA,Los Angeles Angels
1964,LAN,Los Angeles Dodgers
1964,MIN,Minnesota Twins
1964,ML1,Milwaukee Braves
1964,NYA,New York Yankees
1964,NYN,New York Mets
1964,PHI,Philadelphia Phillies
1964,PIT,Pittsburgh Pirates
1964,SFN,San Francisco Giants
1964,SLN,St. Louis Cardinals
1964,WS2,Washington Senators
1965,BAL,Baltimore Orioles
1965,BOS,Boston Red Sox
1965,CAL,California Angels
1965,CHA,Chicago White Sox
1965,CHN,Chicago Cubs
1965,CIN,Cincinnati Reds
1965,CLE,Cleveland Indians
1965,DET,Detroit Tigers
1965,HOU,Houston Astros
1965,KC1,Kansas City Athletics
1965,LAN,Los Angeles Dodgers
1965,MIN,Minnesota Twins
1965,ML1,Milwaukee Braves
1965,NYA,New York Yankees
1965,NYN,New York Mets
1965,PHI,Philadelphia Phillies
1965,PIT,Pittsburgh Pirates
1965,SFN,San Francisco Giants
1965,SLN,St. Louis Cardinals
1965,WS2,Washington Senators
1966,ATL,Atlanta Braves
1966,BAL,Baltimore Orioles
1966,BOS,Boston Red Sox
1966,CAL,California Angels
1966,CHA,Chicago White Sox
1966,CHN,Chicago Cubs
1966,CIN,Cincinnati Reds
1966,CLE,Cleveland Indians
1966,DET,Detroit Tigers
1966,HOU,Houston Astros
1966,KC1,Kansas City Athletics
1966,LAN,Los Angeles Dodgers
1966,MIN,Minnesota Twins
1966,NYA,New York Yankees
1966,NYN,New York Mets
1966,PHI,Philadelphia Phillies
1966,PIT,Pittsburgh Pirates
1966,SFN,San Francisco Giants
1966,SLN,St. Louis Cardinals
1966,WS2,Washington Senators
1967,ATL,Atlanta Braves
1967,BAL,Baltimore Orioles
1967,BOS,Boston Red Sox
1967,CAL,California Angels
1967,CHA,Chicago White Sox
1967,CHN,Chicago Cubs
1967,CIN,Cincinnati Reds
1967,CLE,Cleveland Indians
1967,DET,Detroit Tigers
1967,HOU,Houston Astros
1967,KC1,Kansas City Athletics
1967,LAN,Los Angeles Dodgers
1967,MIN,Minnesota Twins
1967,NYA,New York Yankees
1967,NYN,New York Mets
1967,PHI,Philadelphia Phillies
1967,PIT,Pittsburgh Pirates
1967,SFN,San Francisco Giants
1967,SLN,St. Louis Cardinals
1967,WS2,Washington Senators
1968,ATL,Atlanta Braves
1968,BAL,Baltimore Orioles
1968,BOS,Boston Red Sox
1968,CAL,California Angels
1968,CHA,Chicago White Sox
1968,CHN,Chicago Cubs
1968,CIN,Cincinnati Reds
1968,CLE,Cleveland Indians
1968,DET,Detroit Tigers
1968,HOU,Houston Astros
1968,LAN,Los Angeles Dodgers
1968,MIN,Minnesota Twins
1968,NYA,New York Yankees
1968,NYN,New York Mets
1968,OAK,Oakland Athletics
1968,PHI,Philadelphia Phillies
1968,PIT,Pittsburgh Pirates
1968,SFN,San Francisco Giants
1968,SLN,St. Louis Cardinals
1968,WS2,Washington Senators
1969,ATL,Atlanta Braves
1969,BAL,Baltimore Orioles
1969,BOS,Boston Red Sox
1969,CAL,California Angels
1969,CHA,Chicago White Sox
1969,CHN,Chicago Cubs
1969,CIN,Cincinnati Reds
1969,CLE,Cleveland Indians
1969,DET,Detroit Tigers
1969,HOU,Houston Astros
1969,KCA,Kansas City Royals
1969,LAN,Los Angeles Dodgers
1969,MIN,Minnesota Twins
1969,MON,Montreal Expos
1969,NYA,New York Yankees
1969,NYN,New York Mets
1969,OAK,Oakland Athletics
1969,PHI,Philadelphia Phillies
1969,PIT,Pittsburgh Pirates
1969,SDN,San Diego Padres
1969,SE1,Seattle Pilots
1969,SFN,San Francisco Giants
1969,SLN,St. Louis Cardinals
1969,WS2,Washington Senators
1970,ATL,Atlanta Braves
1970,BAL,Baltimore Orioles
1970,BOS,Boston Red Sox
1970,CAL,California Angels
1970,CHA,Chicago White Sox
1970,CHN,Chicago Cubs
1970,CIN,Cincinnati Reds
1970,CLE,Cleveland Indians
1970,DET,Detroit Tigers
1970,HOU,Houston Astros
1970,KCA,Kansas City Royals
1970,LAN,Los Angeles Dodgers
1970,MIN,Minnesota Twins
1970,ML4,Milwaukee Brewers
1970,MON,Montreal Expos
1970,NYA,New York Yankees
1970,NYN,New York Mets
1970,OAK,Oakland Athletics
1970,PHI,Philadelphia Phillies
1970,PIT,Pittsburgh Pirates
1970,SDN,San Diego Padres
1970,SFN,San Francisco Giants
1970,SLN,St. Louis Cardinals
1970,WS2,Washington Senators
1971,ATL,Atlanta Braves
1971,BAL,Baltimore Orioles
1971,BOS,Boston Red Sox
1971,CAL,California Angels
1971,CHA,Chicago White Sox
1971,CHN,Chicago Cubs
1971,CIN,Cincinnati Reds
1971,CLE,Cleveland Indians
1971,DET,Detroit Tigers
1971,HOU,Houston Astros
1971,KCA,Kansas City Royals
1971,LAN,Los Angeles Dodgers
1971,MIN,Minnesota Twins
1971,ML4,Milwaukee Brewers
1971,MON,Montreal Expos
1971,NYA,New York Yankees
1971,NYN,New York Mets
1971,OAK,Oakland Athletics
1971,PHI,Philadelphia Phillies
1971,PIT,Pittsburgh Pirates
1971,SDN,San Diego Padres
1971,SFN,San Francisco Giants
1971,SLN,St. Louis Cardinals
1971,WS2,Washington Senators
1972,ATL,Atlanta Braves
1972,BAL,Baltimore Orioles
1972,BOS,Boston Red Sox
1972,CAL,California Angels
1972,CHA,Chicago White Sox
1972,CHN,Chicago Cubs
1972,CIN,Cincinnati Reds
1972,CLE,Cleveland Indians
1972,DET,Detroit Tigers
1972,HOU,Houston Astros
1972,KCA,Kansas City Royals
1972,LAN,Los Angeles Dodgers
1972,MIN,Minnesota Twins
1972,ML4,Milwaukee Brewers
1972,MON,Montreal Expos
1972,NYA,New York Yankees
1972,NYN,New York Mets
1972,OAK,Oakland Athletics
1972,PHI,Philadelphia Phillies
1972,PIT,Pittsburgh Pirates
1972,SDN,San Diego Padres
1972,SFN,San Francisco Giants
1972,SLN,St. Louis Cardinals
1972,TEX,Texas Rangers
1973,ATL,Atlanta Braves
1973,BAL,Baltimore Orioles
1973,BOS,Boston Red Sox
1973,CAL,California Angels
1973,CHA,Chicago White Sox
1973,CHN,Chicago Cubs
1973,CIN,Cincinnati Reds
1973,CLE,Cleveland Indians
1973,DET,Detroit Tigers
1973,HOU,Houston Astros
1973,KCA,Kansas City Royals
1973,LAN,Los Angeles Dodgers
1973,MIN,Minnesota Twins
1973,ML4,Milwaukee Brewers
1973,MON,Montreal Expos
1973,NYA,New York Yankees
1973,NYN,New York Mets
1973,OAK,Oakland Athletics
1973,PHI,Philadelphia Phillies
1973,PIT,Pittsburgh Pirates
1973,SDN,San Diego Padres
1973,SFN,San Francisco Giants
1973,SLN,St. Louis Cardinals
1973,TEX,Texas Rangers
1974,ATL,Atlanta Braves
1974,BAL,Baltimore Orioles
1974,BOS,Boston Red Sox
1974,CAL,California Angels
1974,CHA,Chicago White Sox
1974,CHN,Chicago Cubs
1974,CIN,Cincinnati Reds
1974,CLE,Cleveland Indians
1974,DET,Detroit Tigers
1974,HOU,Houston Astros
1974,KCA,Kansas City Royals
1974,LAN,Los Angeles Dodgers
1974,MIN,Minnesota Twins
1974,ML4,Milwaukee Brewers
1974,MON,Montreal Expos
1974,NYA,New York Yankees
1974,NYN,New York Mets
1974,OAK,Oakland Athletics
1974,PHI,Philadelphia Phillies
1974,PIT,Pittsburgh Pirates
1974,SDN,San Diego Padres
1974,SFN,San Francisco Giants
1974,SLN,St. Louis Cardinals
1974,TEX,Texas Rangers
1975,ATL,Atlanta Braves
1975,BAL,Baltimore Orioles
1975,BOS,Boston Red Sox
1975,CAL,California Angels
1975,CHA,Chicago White Sox
1975,CHN,Chicago Cubs
1975,CIN,Cincinnati Reds
1975,CLE,Cleveland Indians
1975,DET,Detroit Tigers
1975,HOU,Houston Astros
1975,KCA,Kansas City Royals
1975,LAN,Los Angeles Dodgers
1975,MIN,Minnesota Twins
1975,ML4,Milwaukee Brewers
1975,MON,Montreal Expos
1975,NYA,New York Yankees
1975,NYN,New York Mets
1975,OAK,Oakland Athletics
1975,PHI,Philadelphia Phillies
1975,PIT,Pittsburgh Pirates
1975,SDN,San Diego Padres
1975,SFN,San Francisco Giants
1975,SLN,St. Louis Cardinals
1975,TEX,Texas Rangers
1976,ATL,Atlanta Braves
1976,BAL,Baltimore Orioles
1976,BOS,Boston Red Sox
1976,CAL,California Angels
1976,CHA,Chicago White Sox
1976,CHN,Chicago Cubs
1976,CIN,Cincinnati Reds
1976,CLE,Cleveland Indians
1976,DET,Detroit Tigers
1976,HOU,Houston Astros
1976,KCA,Kansas City Royals
1976,LAN,Los Angeles Dodgers
1976,MIN,Minnesota Twins
1976,ML4,Milwaukee Brewers
1976,MON,Montreal Expos
1976,NYA,New York Yankees
1976,NYN,New York Mets
1976,OAK,Oakland Athletics
1976,PHI,Philadelphia Phillies
1976,PIT,Pittsburgh Pirates
1976,SDN,San Diego Padres
